Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST
10,03/15/2018,Women's hair cut,KERT01,JJ,1,82,4.1,6.56
100,04/05/2018,Women's hair cut,COOM01,SINEAD,1,70,3.5,5.6
1000,06/09/2018,Consultation,PEDM01,JJ,1,0,0,0
1001,06/09/2018,Women's hair cut,BAIS01,KELLY,1,55,2.75,4.4
1003,06/09/2018,Women's hair cut,FRAL01,KELLY,1,65,3.25,5.2
1003,06/09/2018,Color full color,FRAL01,JOANNE,1,75,3.75,6
1006,06/09/2018,Blowdry,LEVL01,JJ,1,0,0,0
1007,06/09/2018,Women's hair cut,JASA01,JJ,1,102,5.1,8.16
1008,06/09/2018,Women's hair cut,CHOT01,KELLY,1,45,2.25,3.6
1008,06/09/2018,Smart Bond,CHOT01,KELLY,1,25,1.25,2
1009,06/09/2018,Women's hair cut,KUZD01,KELLY,1,65,3.25,5.2
1009,06/09/2018,Color touch up,KUZD01,JOANNE,1,60,3,4.8
101,04/05/2018,Men's hair cut,TINT01,BECKY,1,30,1.5,2.4
1010,06/09/2018,Women's hair cut,NEMM01,JJ,1,82,4.1,6.56
1011,06/09/2018,Blowdry,OBRK01,KELLY,1,35,1.75,2.8
1012,06/12/2018,Blowdry,PER*01,JJ,1,52,2.6,4.16
1013,06/12/2018,Men's hair cut,LEEP01,JJ,1,60,3,4.8
1014,06/12/2018,Blowdry,NELT01,JJ,1,52,2.6,4.16
1015,06/12/2018,Men's hair cut,LEL01,KELLY,1,35,1.75,2.8
1015,06/12/2018,Shu cleansing oil sh400ml,LEL01,KELLY,1,50.4,2.52,4.032
1016,06/12/2018,Women's hair cut,MORB01,JJ,1,102,5.1,8.16
1016,06/12/2018,Color touch up,MORB01,JOANNE,1,70,3.5,5.6
1019,06/12/2018,Smart Bond,ALCV01,KELLY,1,25,1.25,2
1019,06/12/2018,Balayage,ALCV01,KELLY,1,170,8.5,13.6
1019,06/12/2018,Color toner,ALCV01,KELLY,1,45,2.25,3.6
1019,06/12/2018,Smart Bond,ALCV01,KELLY,1,25,1.25,2
102,04/05/2018,Men's hair cut,SCHJ01,JJ,1,60,3,4.8
1020,06/12/2018,Partial highlights and color,CLAM01,JOANNE,1,160,8,12.8
1021,06/12/2018,Women's hair cut,LINM02,JJ,1,102,5.1,8.16
1021,06/12/2018,PO hydrate sh  250ml,LINM02,JJ,1,30.73,1.5365,2.4584
1022,06/12/2018,Women's hair cut,TAYL02,JJ,1,82,4.1,6.56
1023,06/12/2018,Men's hair cut,PIPJ01,JJ,1,60,3,4.8
1024,06/12/2018,Women's hair cut,MCCK01,KELLY,1,55,2.75,4.4
1025,06/12/2018,Women's hair cut,DAJR01,JJ,1,92,4.6,7.36
1025,06/12/2018,Color full color,DAJR01,JOANNE,1,75,3.75,6
1026,06/12/2018,Women's hair cut,KULR01,KELLY,1,75,3.75,6
1027,06/12/2018,Women's hair cut,GIAL01,JJ,1,92,4.6,7.36
1027,06/12/2018,Highlights partial,GIAL01,JOANNE,1,150,7.5,12
1028,06/13/2018,Men's hair cut,WICJ01,JJ,1,40,2,3.2
1029,06/13/2018,Women's hair cut,FELH01,JJ,1,102,5.1,8.16
103,04/05/2018,Color touch up,HOLL01,KELLY,1,55,2.75,4.4
103,04/05/2018,Women's hair cut,HOLL01,SINEAD,1,80,4,6.4
1030,06/13/2018,Women's hair cut,BELK01,KELLY,1,55,2.75,4.4
1032,06/13/2018,Women's hair cut,NEEL01,JJ,1,102,5.1,8.16
1032,06/13/2018,Color touch up,NEEL01,JOANNE,1,70,3.5,5.6
1033,06/13/2018,Color full color,LIND01,JOANNE,1,75,3.75,6
1033,06/13/2018,Women's hair cut,LIND01,JJ,1,92,4.6,7.36
1034,06/13/2018,Blowdry,ELSM01,KELLY,1,55,2.75,4.4
1035,06/13/2018,Highlights partial,SHIG01,JOANNE,1,140,7,11.2
1035,06/13/2018,Women's hair cut,SHIG01,JJ,1,102,5.1,8.16
1037,06/13/2018,Women's hair cut,MINA01,JJ,1,82,4.1,6.56
1038,06/13/2018,Men's hair cut,WARN01,JJ,1,60,3,4.8
1039,06/13/2018,Men's hair cut,MAKP01,KELLY,1,35,1.75,2.8
104,04/05/2018,Women's hair cut,SHIG01,JJ,1,92,4.6,7.36
104,04/05/2018,Highlights partial,SHIG01,KELLY,1,100,5,8
1040,06/13/2018,Women's hair cut,COLJ02,JJ,1,82,4.1,6.56
1040,06/13/2018,PO CV instant levitation mist,COLJ02,JJ,1,35.4,1.77,2.832
1041,06/14/2018,Men's hair cut,SHAA01,BECKY,1,50,2.5,4
1042,06/14/2018,miscellaneous,WALK_IN,HOUSE,1,0,0,0
1043,06/14/2018,Men's hair cut,FLAD01,BECKY,1,50,2.5,4
1045,06/14/2018,Blowdry,KUKK01,BECKY,1,50,2.5,4
1045,06/14/2018,miscellaneous,KUKK01,HOUSE,1,-50,-2.5,-4
1046,06/14/2018,Highlights full,MACM01,JOANNE,1,140,7,11.2
1047,06/14/2018,Men's hair cut,MCNR01,KELLY,1,35,1.75,2.8
1048,06/14/2018,Men's hair cut,MCND01,BECKY,1,0,0,0
1049,06/14/2018,Women's hair cut,NOWT01,JJ,1,102,5.1,8.16
105,04/05/2018,Blow dry bundle 5+1,HILJ01,SINEAD,1,230,11.5,18.4
1051,06/14/2018,Blow dry bundle 5+1,WONM02,HOUSE,1,260,13,20.8
1052,06/14/2018,Blowdry,?A01,KELLY,1,35,1.75,2.8
1053,06/14/2018,Women's hair cut,DES01,BECKY,1,60,3,4.8
1054,06/14/2018,Men's hair cut,TSAR01,JJ,1,60,3,4.8
1057,06/14/2018,Women's hair cut,MARA01,BECKY,1,80,4,6.4
1058,06/14/2018,Women's hair cut,HACL01,JJ,1,82,4.1,6.56
106,04/05/2018,Men's hair cut,SUPR01,BECKY,1,30,1.5,2.4
1060,06/14/2018,miscellaneous,STAD01,KELLY,1,25,1.25,2
1061,06/14/2018,Women's hair cut,BOOR01,JJ,1,82,4.1,6.56
1062,06/14/2018,Treatments 1,CAYK01,JOANNE,1,20,1,1.6
1062,06/14/2018,Blowdry,CAYK01,JJ,1,52,2.6,4.16
1062,06/14/2018,Color touch up,CAYK01,JOANNE,1,70,3.5,5.6
1062,06/14/2018,PO strength cure sh 250ml,CAYK01,JOANNE,1,30.73,1.5365,2.4584
1064,06/14/2018,Blowdry,TOMV01,JJ,1,32,1.6,2.56
1065,06/14/2018,Color toner,FAUA01,KELLY,1,45,2.25,3.6
1065,06/14/2018,Women's hair cut,FAUA01,KELLY,1,45,2.25,3.6
1066,06/14/2018,Women's hair cut,KUMA01,KELLY,1,55,2.75,4.4
1067,06/15/2018,Men's hair cut,BRAN01,BECKY,1,50,2.5,4
1068,06/15/2018,Blowdry,DANJ03,JJ,1,52,2.6,4.16
107,04/05/2018,Men's hair cut,BREM01,SINEAD,1,35,1.75,2.8
1070,06/15/2018,Men's hair cut,COLJ01,JJ,1,60,3,4.8
1071,06/15/2018,Men's hair cut,KLEA01,BECKY,1,50,2.5,4
1071,06/15/2018,KM Night Rider 100g,KLEA01,BECKY,1,28.8,1.44,2.304
1072,06/15/2018,Blowdry,COLG01,BECKY,1,50,2.5,4
1073,06/15/2018,Women's hair cut,TINA02,JJ,1,82,4.1,6.56
1074,06/15/2018,Men's hair cut,THOD01,JJ,1,60,3,4.8
1074,06/15/2018,Shu urban moisture sh 300,THOD01,JJ,1,41.4,2.07,3.312
1075,06/15/2018,Women's hair cut,CRAY01,KELLY,1,55,2.75,4.4
1075,06/15/2018,Shu BB cream thick 150m,CRAY01,KELLY,1,37.8,1.89,3.024
1076,06/15/2018,Women's hair cut,COOM01,BECKY,1,80,4,6.4
1077,06/15/2018,Blowdry,SIRM01,BECKY,1,50,2.5,4
1077,06/15/2018,miscellaneous,SIRM01,HOUSE,1,-50,-2.5,-4
1078,06/15/2018,Women's hair cut,CHEW01,JJ,1,0,0,0
1079,06/15/2018,Men's hair cut,SPIJ01,BECKY,1,50,2.5,4
108,04/05/2018,Men's hair cut,PIPJ01,JJ,1,40,2,3.2
1080,06/15/2018,Color touch up,ROBT01,JOANNE,1,70,3.5,5.6
1082,06/15/2018,Blowdry,WIL*01,JJ,1,52,2.6,4.16
1083,06/15/2018,Blowdry,REIL01,BECKY,1,50,2.5,4
1084,06/15/2018,Color full color,HUDS01,JOANNE,1,85,4.25,6.8
1085,06/15/2018,Women's hair cut,TINA01,JJ,1,102,5.1,8.16
1087,06/15/2018,Color touch up,YANC01,JOANNE,1,50,2.5,4
1088,06/15/2018,Blowdry,WARG01,JJ,1,52,2.6,4.16
1090,06/15/2018,Accent lights and color,SCHC01,JOANNE,1,140,7,11.2
1090,06/15/2018,PO hydrate sh  250ml,SCHC01,JOANNE,1,30.73,1.5365,2.4584
1091,06/15/2018,Women's hair cut,MACV01,BECKY,1,60,3,4.8
1092,06/15/2018,Blowdry,HILJ01,BECKY,1,50,2.5,4
1092,06/15/2018,Color touch up,HILJ01,JOANNE,1,70,3.5,5.6
1092,06/15/2018,miscellaneous,HILJ01,HOUSE,1,-50,-2.5,-4
1093,06/15/2018,Women's hair cut,VERR01,JJ,1,82,4.1,6.56
1094,06/15/2018,Blowdry,CARK01,KELLY,1,35,1.75,2.8
1095,06/15/2018,Women's hair cut,TAGS02,KELLY,1,65,3.25,5.2
1095,06/15/2018,Color touch up,TAGS02,KELLY,1,45,2.25,3.6
1096,06/15/2018,Women's hair cut,OSES01,JJ,1,82,4.1,6.56
1097,06/15/2018,Men's hair cut,ALIA01,BECKY,1,50,2.5,4
1099,06/16/2018,Blowdry,MASR01,JJ,1,32,1.6,2.56
11,03/15/2018,Men's camo color,SCHJ01,JJ,1,0,0,0
11,03/15/2018,Men's hair cut,SCHJ01,JJ,1,0,0,0
11,03/15/2018,Consultation,SCHJ01,JJ,1,0,0,0
1101,06/16/2018,Men's hair cut,MARG01,JJ,1,60,3,4.8
1102,06/16/2018,Color touch up,TUMM01,JOANNE,1,70,3.5,5.6
1102,06/16/2018,Blowdry,TUMM01,KELLY,1,55,2.75,4.4
1103,06/16/2018,Men's hair cut,MAXI01,KELLY,1,35,1.75,2.8
1104,06/16/2018,Women's hair cut,SCHH01,JJ,1,102,5.1,8.16
1105,06/16/2018,Women's hair cut,GARJ01,JJ,1,102,5.1,8.16
1105,06/16/2018,Color full color,GARJ01,JOANNE,1,85,4.25,6.8
1105,06/16/2018,KM Motion lotion 150ml,GARJ01,JJ,1,28.8,1.44,2.304
1106,06/16/2018,Women's hair cut,DEUD01,KELLY,1,45,2.25,3.6
1107,06/16/2018,Women's hair cut,RICS01,JJ,1,82,4.1,6.56
1109,06/16/2018,Color touch up,PHIJ01,JOANNE,1,70,3.5,5.6
111,04/05/2018,Men's hair cut,LYNG01,JJ,1,40,2,3.2
1110,06/16/2018,Balayage,ROPR01,KELLY,1,150,7.5,12
1110,06/16/2018,Women's hair cut,ROPR01,KELLY,1,65,3.25,5.2
1110,06/16/2018,Smart Bond,ROPR01,KELLY,1,25,1.25,2
1111,06/16/2018,Women's hair cut,SASA01,KELLY,1,55,2.75,4.4
1112,06/16/2018,Color full color,MARM01,JOANNE,1,70,3.5,5.6
1114,06/17/2018,Men's hair cut,BOTN01,BECKY,1,50,2.5,4
1115,06/17/2018,Men's hair cut,STOD01,BECKY,1,50,2.5,4
1116,06/17/2018,Women's hair cut,BREH01,JJ,1,102,5.1,8.16
1116,06/17/2018,LP wild stylers savage panache,BREH01,JJ,1,23.4,1.17,1.872
1118,06/17/2018,Blowdry,HUDM01,BECKY,1,50,2.5,4
1119,06/17/2018,Blowdry,HUDS01,BECKY,1,50,2.5,4
112,04/06/2018,Women's hair cut,BUZI01,JJ,1,0,0,0
1120,06/17/2018,Blowdry,WOOJ01,BECKY,1,50,2.5,4
1121,06/19/2018,Treatments 1,STEK02,KELLY,1,0,0,0
1121,06/19/2018,Blowdry,STEK02,KELLY,1,55,2.75,4.4
1123,06/19/2018,Women's hair cut,NIZS01,BECKY,1,60,3,4.8
1123,06/19/2018,PO hydrate sheer con 250ml,NIZS01,BECKY,1,33.52,1.676,2.6816
1123,06/19/2018,PO hydrate sh  250ml,NIZS01,BECKY,1,30.73,1.5365,2.4584
1124,06/19/2018,Consultation,MOOH01,JJ,1,0,0,0
1124,06/19/2018,LP wild stylers beach waves 15,MOOH01,JJ,1,24.3,1.215,1.944
1125,06/19/2018,Women's hair cut,RICP01,BECKY,1,80,4,6.4
1126,06/19/2018,Men's hair cut,SARA01,JJ,1,60,3,4.8
1129,06/19/2018,Highlights partial,TAYL01,JOANNE,1,160,8,12.8
113,04/06/2018,Men's hair cut,LEEP01,JJ,1,40,2,3.2
1130,06/19/2018,Women's hair cut,HOAS01,KELLY,1,55,2.75,4.4
1131,06/19/2018,Women's hair cut,HOUN01,JJ,1,82,4.1,6.56
1132,06/19/2018,Men's hair cut,TRES01,BECKY,1,30,1.5,2.4
1133,06/19/2018,Women's hair cut,CHIC01,KELLY,1,45,2.25,3.6
1134,06/19/2018,Color full color,DHAN01,JOANNE,1,75,3.75,6
1134,06/19/2018,Blowdry,DHAN01,JJ,1,42,2.1,3.36
1136,06/19/2018,Men's hair cut,MELE01,BECKY,1,50,2.5,4
1136,06/19/2018,LP homme strong 150m,MELE01,BECKY,1,20.5,1.025,1.64
1136,06/19/2018,KM Night Rider 100g,MELE01,BECKY,1,32,1.6,2.56
1138,06/19/2018,miscellaneous,MACS01,JJ,1,20,1,1.6
1141,06/19/2018,Women's hair cut,HOFJ01,KELLY,1,55,2.75,4.4
1142,06/19/2018,Men's hair cut,BROS02,BECKY,1,50,2.5,4
1143,06/19/2018,Men's hair cut,JOHM01,KELLY,1,35,1.75,2.8
1144,06/19/2018,Women's hair cut,MOSR01,JJ,1,82,4.1,6.56
1146,06/20/2018,Women's hair cut,KERT01,JJ,1,102,5.1,8.16
1147,06/20/2018,Women's hair cut,CHIT01,JJ,1,82,4.1,6.56
1148,06/20/2018,Men's hair cut,WITC01,KELLY,1,35,1.75,2.8
115,04/06/2018,Women's hair cut,SINM01,JJ,1,82,4.1,6.56
115,04/06/2018,elchim dryer,SINM01,JJ,1,199.2,9.96,15.936
1150,06/20/2018,Color touch up,WAGM01,JOANNE,1,50,2.5,4
1151,06/20/2018,Men's hair cut,SLUS01,JJ,1,60,3,4.8
1152,06/20/2018,Men's hair cut,POTR01,JJ,1,60,3,4.8
1154,06/20/2018,accent lights,CORS01,JOANNE,1,140,7,11.2
1154,06/20/2018,Women's hair cut,CORS01,JJ,1,102,5.1,8.16
1155,06/20/2018,Women's hair cut,VERM01,JJ,1,102,5.1,8.16
1156,06/20/2018,Women's hair cut,MACD01,KELLY,1,55,2.75,4.4
1157,06/20/2018,Men's hair cut,SCHJ01,JJ,1,60,3,4.8
1157,06/20/2018,Men's camo color,SCHJ01,JJ,1,45,2.25,3.6
1158,06/20/2018,Women's hair cut,TRIL01,JJ,1,82,4.1,6.56
1159,06/20/2018,Women's hair cut,WAL*01,JJ,1,82,4.1,6.56
1161,06/20/2018,Men's hair cut,BORJ01,JJ,1,60,3,4.8
1162,06/21/2018,Blowdry,DONN01,JJ,1,32,1.6,2.56
1162,06/21/2018,Blowdry,RIHM01,BECKY,1,30,1.5,2.4
1163,06/21/2018,Women's hair cut,MANL01,BECKY,1,80,4,6.4
1164,06/21/2018,Women's hair cut,HILE01,JJ,1,102,5.1,8.16
1166,06/21/2018,Color touch up,GHOP01,JOANNE,1,70,3.5,5.6
1166,06/21/2018,Women's hair cut,GHOP01,BECKY,1,80,4,6.4
1166,06/21/2018,miscellaneous,GHOP01,BECKY,1,-45,-2.25,-3.6
1167,06/21/2018,Women's hair cut,RUBA01,JJ,1,82,4.1,6.56
1168,06/21/2018,Accent lights and color,COLG01,JOANNE,1,140,7,11.2
1168,06/21/2018,Blowdry,COLG01,BECKY,1,50,2.5,4
1169,06/21/2018,Women's hair cut,KOZC01,KELLY,1,55,2.75,4.4
117,04/06/2018,Women's hair cut,BROS01,BECKY,1,60,3,4.8
1170,06/21/2018,Blowdry,KUKK01,BECKY,1,50,2.5,4
1170,06/21/2018,miscellaneous,KUKK01,HOUSE,1,-50,-2.5,-4
1171,06/21/2018,Color touch up,BURL01,JOANNE,1,70,3.5,5.6
1171,06/21/2018,Women's hair cut,BURL01,KELLY,1,75,3.75,6
1172,06/21/2018,Women's hair cut,AINM01,JJ,1,102,5.1,8.16
1174,06/21/2018,Color touch up,WYRC01,JOANNE,1,70,3.5,5.6
1175,06/21/2018,Consultation,JM01,KELLY,1,10,0.5,0.8
1176,06/21/2018,Women's hair cut,BHAT01,BECKY,1,60,3,4.8
1177,06/21/2018,Women's hair cut,MOLA01,JJ,1,102,5.1,8.16
1178,06/21/2018,Men's hair cut,HENB01,JJ,1,60,3,4.8
118,04/06/2018,Men's camo color,PLUJ01,JJ,1,0,0,0
118,04/06/2018,Men's hair cut,PLUJ01,JJ,1,40,2,3.2
1180,06/21/2018,Men's hair cut,BURT01,JJ,1,60,3,4.8
1181,06/21/2018,Women's hair cut,LEEM01,JJ,1,102,5.1,8.16
1181,06/21/2018,Color full color,LEEM01,JOANNE,1,85,4.25,6.8
1182,06/21/2018,Women's hair cut,RUTR01,JJ,1,102,5.1,8.16
1182,06/21/2018,Color full color,RUTR01,JOANNE,1,85,4.25,6.8
1183,06/22/2018,Blow dry bundle 5+1,SIRM01,HOUSE,1,250,12.5,20
1185,06/22/2018,Women's hair cut,KATS01,KELLY,1,55,2.75,4.4
1186,06/22/2018,Women's hair cut,WIL*01,JJ,1,102,5.1,8.16
1186,06/22/2018,Color touch up,WIL*01,JOANNE,1,70,3.5,5.6
1187,06/22/2018,Women's hair cut,PANP01,KELLY,1,55,2.75,4.4
1188,06/22/2018,Men's hair cut,KOEE01,KELLY,1,35,1.75,2.8
1189,06/22/2018,Men's hair cut,MURS01,BECKY,1,5,0.25,0.4
119,04/06/2018,Men's hair cut,KLEA01,BECKY,1,30,1.5,2.4
1192,06/22/2018,Women's hair cut,NGUS01,JJ,1,102,5.1,8.16
1193,06/22/2018,Men's hair cut,ABL*01,BECKY,1,50,2.5,4
1193,06/22/2018,Shu cleansing oil sh400ml,ABL*01,BECKY,1,50.4,2.52,4.032
1194,06/22/2018,Men's hair cut,CROB01,KELLY,1,35,1.75,2.8
1194,06/22/2018,miscellaneous,CROB01,KELLY,1,18,0.9,1.44
1195,06/22/2018,Women's hair cut,DSIC01,JJ,1,82,4.1,6.56
1196,06/22/2018,Blow dry bundle 5+1,HILJ01,HOUSE,1,250,12.5,20
1197,06/22/2018,Consultation,KHUN01,KELLY,1,20,1,1.6
1198,06/22/2018,Men's hair cut,LIMB01,BECKY,1,50,2.5,4
1199,06/22/2018,Men's hair cut,BUDG02,BECKY,1,50,2.5,4
12,03/15/2018,Men's hair cut,SCHJ02,JJ,1,40,2,3.2
120,04/06/2018,Color full color,MORB01,KELLY,1,70,3.5,5.6
120,04/06/2018,Blowdry,MORB01,BECKY,1,40,2,3.2
1200,06/22/2018,Consultation,INFB01,KELLY,1,0,0,0
1201,06/22/2018,Blowdry,WOOD02,JJ,1,52,2.6,4.16
1202,06/23/2018,Women's hair cut,SPRK01,JJ,1,81.6,4.08,6.528
1203,06/23/2018,Blowdry,HUAR01,KELLY,1,35,1.75,2.8
1204,06/23/2018,Color touch up,ERWS01,JOANNE,1,70,3.5,5.6
1204,06/23/2018,Women's hair cut,ERWS01,JJ,1,102,5.1,8.16
1204,06/23/2018,KM Night Rider 100g,ERWS01,JJ,1,28.8,1.44,2.304
1205,06/23/2018,Men's hair cut,TIEM01,KELLY,1,35,1.75,2.8
1205,06/23/2018,double process blonde,TIEM01,KELLY,1,100,5,8
1205,06/23/2018,Color toner,TIEM01,KELLY,1,20,1,1.6
1205,06/23/2018,Smart Bond,TIEM01,KELLY,1,50,2.5,4
1206,06/23/2018,Color touch up,FIGM01,KELLY,1,65,3.25,5.2
1207,06/23/2018,Women's hair cut,CONJ01,JJ,1,82,4.1,6.56
1208,06/23/2018,Accent lights and color,LEEO01,JOANNE,1,140,7,11.2
121,04/06/2018,Men's hair cut,THOW02,JJ,1,40,2,3.2
1210,06/23/2018,Women's hair cut,TAYB01,JJ,1,82,4.1,6.56
1211,06/23/2018,Women's hair cut,SUNS01,KELLY,1,45,2.25,3.6
1211,06/23/2018,Color touch up,SUNS01,KELLY,1,65,3.25,5.2
1212,06/23/2018,Color full color,BENS02,JOANNE,1,65,3.25,5.2
1212,06/23/2018,PO Hydrate sheer sh 250ml,BENS02,JOANNE,1,30.73,1.5365,2.4584
1213,06/23/2018,Women's hair cut,RUDJ01,KELLY,1,45,2.25,3.6
1216,06/23/2018,Color touch up,WOOJ01,JOANNE,1,70,3.5,5.6
1216,06/23/2018,Blowdry,WOOJ01,JJ,1,52,2.6,4.16
1218,06/23/2018,Blowdry,?A01,KELLY,1,55,2.75,4.4
1219,06/26/2018,Women's hair cut,LINJ01,JJ,1,102,5.1,8.16
1220,06/26/2018,Men's hair cut,YATT01,BECKY,1,50,2.5,4
1221,06/26/2018,Men's hair cut,NIES02,JJ,1,60,3,4.8
1222,06/26/2018,Women's hair cut,BRES01,JJ,1,102,5.1,8.16
1223,06/26/2018,Men's hair cut,PARJ02,KELLY,1,35,1.75,2.8
1224,06/26/2018,Women's hair cut,STEK01,BECKY,1,80,4,6.4
1225,06/26/2018,Blowdry,NELT01,JJ,1,52,2.6,4.16
1226,06/26/2018,Women's hair cut,LEHF01,BECKY,1,60,3,4.8
1227,06/26/2018,Men's hair cut,ZUKS01,BECKY,1,50,2.5,4
1228,06/26/2018,Blowdry,RICP01,KELLY,1,55,2.75,4.4
123,04/06/2018,Accent lights and color,NGUS01,KELLY,1,90,4.5,7.2
1230,06/26/2018,Women's hair cut,MARD01,BECKY,1,80,4,6.4
1231,06/26/2018,Men's hair cut,VERD01,KELLY,1,55,2.75,4.4
1232,06/26/2018,Blowdry,FIND01,KELLY,1,45,2.25,3.6
1232,06/26/2018,Highlights partial,FIND01,JOANNE,1,150,7.5,12
1234,06/26/2018,Men's hair cut,TRAJ01,JJ,1,60,3,4.8
1236,06/26/2018,Blowdry,PENM01,BECKY,1,50,2.5,4
1236,06/26/2018,Color mini touch up,PENM01,JOANNE,1,50,2.5,4
1236,06/26/2018,miscellaneous,PENM01,HOUSE,1,-50,-2.5,-4
1237,06/26/2018,Women's hair cut,FRAM01,KELLY,1,45,2.25,3.6
1238,06/26/2018,Women's hair cut,FER*01,BECKY,1,60,3,4.8
1239,06/26/2018,Women's hair cut,FANM01,JJ,1,82,4.1,6.56
1241,06/26/2018,Consultation,LEM01,KELLY,1,0,0,0
1243,06/26/2018,Color full color,ZHAV01,JOANNE,1,65,3.25,5.2
1244,06/27/2018,Men's hair cut,BERI01,JJ,1,60,3,4.8
1245,06/27/2018,Men's hair cut,STEH01,JJ,1,60,3,4.8
1246,06/27/2018,Men's hair cut,LYNG01,JJ,1,60,3,4.8
1247,06/27/2018,Blowdry,LEWH02,KELLY,1,35,1.75,2.8
1248,06/27/2018,Men's hair cut,GREB01,JJ,1,40,2,3.2
1250,06/27/2018,Women's hair cut,WOOD01,JJ,1,102,5.1,8.16
1250,06/27/2018,Color touch up,WOOD01,JOANNE,1,70,3.5,5.6
1251,06/27/2018,Blowdry,MESN01,BECKY,1,50,2.5,4
1252,06/27/2018,Blowdry,HOLL01,BECKY,1,50,2.5,4
1252,06/27/2018,Color touch up,HOLL01,JOANNE,1,70,3.5,5.6
1253,06/27/2018,Men's hair cut,HOWC01,JJ,1,60,3,4.8
1253,06/27/2018,Shu cotton uzu 75m,HOWC01,JJ,1,37.8,1.89,3.024
1254,06/27/2018,Women's hair cut,PARS01,BECKY,1,80,4,6.4
1255,06/27/2018,Women's hair cut,COXH01,KELLY,1,75,3.75,6
1256,06/27/2018,Men's hair cut,MCCB01,BECKY,1,50,2.5,4
1257,06/27/2018,Color full color,BELK01,KELLY,1,65,3.25,5.2
1258,06/27/2018,Women's hair cut,YANM01,KELLY,1,55,2.75,4.4
1259,06/27/2018,Men's hair cut,SHAS01,JJ,1,60,3,4.8
126,04/06/2018,Men's hair cut,WAX*01,JJ,1,40,2,3.2
1260,06/27/2018,Color touch up,CARK01,KELLY,1,40,2,3.2
1260,06/27/2018,Men's hair cut,CARK01,KELLY,1,55,2.75,4.4
1261,06/28/2018,Blow dry bundle 5+1,KUKK01,HOUSE,1,250,12.5,20
1262,06/28/2018,Men's hair cut,DUFD01,JJ,1,60,3,4.8
1265,06/28/2018,Women's hair cut,BOTS01,KELLY,1,55,2.75,4.4
1265,06/28/2018,Women's hair cut,BOTC01,BECKY,1,60,3,4.8
1265,06/28/2018,Women's hair cut,BOTK01,JJ,1,82,4.1,6.56
1267,06/28/2018,Color touch up,BENC01,JOANNE,1,70,3.5,5.6
1268,06/28/2018,Women's hair cut,SIDA01,BECKY,1,60,3,4.8
1269,06/28/2018,Women's hair cut,YEHC01,JJ,1,82,4.1,6.56
127,04/06/2018,Blowdry,NORE01,BECKY,1,30,1.5,2.4
1270,06/28/2018,Men's hair cut,HOG*01,BECKY,1,50,2.5,4
1271,06/28/2018,Women's hair cut,SILG01,JJ,1,82,4.1,6.56
1272,06/28/2018,Blowdry,ELSM01,BECKY,1,50,2.5,4
1274,06/28/2018,Men's hair cut,BATP01,JJ,1,50,2.5,4
1276,06/28/2018,Consultation,RUBA01,JJ,1,0,0,0
1276,06/28/2018,Shu essence absolue oil 150m,RUBA01,JJ,1,62.1,3.105,4.968
1278,06/28/2018,Men's hair cut,WASS01,KELLY,1,35,1.75,2.8
1279,06/28/2018,Men's hair cut,MAKM01,BECKY,1,50,2.5,4
128,04/06/2018,Women's hair cut,KULR01,BECKY,1,60,3,4.8
1281,06/28/2018,Men's hair cut,BURD01,BECKY,1,5,0.25,0.4
1282,06/28/2018,Women's hair cut,ADAP01,KELLY,1,55,2.75,4.4
1282,06/28/2018,Color full color,ADAP01,KELLY,1,65,3.25,5.2
1283,06/28/2018,Blowdry,DOWR01,JJ,1,52,2.6,4.16
1284,06/28/2018,Women's hair cut,WALT01,KELLY,1,55,2.75,4.4
1285,06/29/2018,Blowdry,SIRM01,BECKY,1,50,2.5,4
1285,06/29/2018,miscellaneous,SIRM01,HOUSE,1,-50,-2.5,-4
1287,06/29/2018,Men's hair cut,COLR02,BECKY,1,50,2.5,4
1287,06/29/2018,Men's hair cut,COLR01,BECKY,1,50,2.5,4
1287,06/29/2018,Women's hair cut,COLG01,JJ,1,102,5.1,8.16
1288,06/29/2018,Men's hair cut,KLEA01,BECKY,1,50,2.5,4
1289,06/29/2018,Women's hair cut,LEVL01,JJ,1,102,5.1,8.16
129,04/06/2018,Men's hair cut,HELJ01,BECKY,1,30,1.5,2.4
1291,06/29/2018,Women's hair cut,MCMC01,JJ,1,82,4.1,6.56
1292,06/29/2018,Accent lights and color,NGUS01,JOANNE,1,140,7,11.2
1294,06/29/2018,Women's hair cut,GREL01,BECKY,1,60,3,4.8
1295,06/29/2018,Women's hair cut,SAVP01,JJ,1,102,5.1,8.16
1296,06/29/2018,Men's hair cut,FLEL01,BECKY,1,50,2.5,4
1297,06/29/2018,Men's hair cut,OHAG01,JJ,1,60,3,4.8
1297,06/29/2018,AG Dry Lift 44ml,OHAG01,JJ,1,21.6,1.08,1.728
1297,06/29/2018,Children (under 12),OHA*01,BECKY,1,30,1.5,2.4
1298,06/29/2018,Women's hair cut,HAMN01,JJ,1,102,5.1,8.16
1298,06/29/2018,Color touch up,HAMN01,JOANNE,1,70,3.5,5.6
13,03/15/2018,Men's hair cut,LEHJ01,JJ,1,40,2,3.2
130,04/06/2018,Men's hair cut,MCLI01,JJ,1,40,2,3.2
1300,06/29/2018,Partial highlights and color,KALA01,JOANNE,1,160,8,12.8
